housing_median_age,total_rooms,total_bedrooms,population,median_house_value
16,3015,829,1769,249500
35,2297,497,1428,239700
5,8745,2211,3959,280100
23,3200,907,2029,450000
24,2424,501,1367,364200
29,1875,340,816,336500
20,4293,1272,2389,270800
27,2687,768,1362,324200
25,347,82,148,350000
21,12855,3226,7273,267400
26,18,4,8,375000
22,1236,290,413,40000
20,3401,768,1497,500001
21,1798,399,837,470000
18,3058,661,1377,500001
20,2976,766,1227,262500
19,1465,342,646,289300
23,806,158,373,284600
16,3352,813,1440,262500
26,1184,225,815,322300
15,2940,910,943,192200
19,3565,858,1639,277000
25,1750,341,999,308700
20,1896,456,1069,288900
36,1575,379,1036,264700
33,6277,1274,3025,343300
8,1480,414,856,284100
14,753,193,421,266700
18,1476,473,838,274000
22,1489,436,662,197200
17,748,184,412,290600
23,4874,1251,2699,229800
27,5110,1599,2764,351900
26,3218,1021,2087,182700
27,3410,1156,2314,165600
23,1755,508,1374,293500
19,1085,288,1009,276000
16,1994,489,1173,266400
15,255,63,138,175000
23,514,210,367,181300
52,766,203,448,316700
43,2065,535,1029,327700
30,1722,490,1057,261300
24,3983,1126,2645,275000
44,1498,430,848,307100
46,1115,248,543,334300
30,1695,480,932,352500
37,1169,239,589,330300
26,1272,306,562,280200
39,2210,483,1023,342400
31,1117,304,591,353100
36,1860,367,794,354500
34,1508,483,774,365600
36,1035,196,475,359000
34,1959,342,849,414700
36,2587,416,1055,407200
33,2771,659,1496,353600
36,857,156,448,366700
36,1199,198,485,373400
36,782,130,348,383900
27,1269,186,464,500001
34,2165,355,776,442100
25,830,228,368,342900
22,3770,727,1657,457500
30,2937,407,1097,473500
21,3244,426,1158,500001
34,1747,250,662,500001
28,4612,608,1686,500001
31,2717,376,1001,500001
37,1550,238,805,500001
37,2269,325,930,500001
28,2181,284,728,500001
30,2040,294,787,500001
33,1208,198,495,500001
35,1172,184,512,500001
35,1447,205,619,500001
35,1579,210,570,500001
35,1347,207,548,500001
30,1851,238,631,500001
23,2597,335,922,500001
28,1643,216,594,500001
33,2398,317,832,500001
37,4167,612,1577,500001
37,2511,354,945,500001
40,2224,354,929,500001
22,1477,195,520,500001
36,3598,500,1296,500001
22,3638,719,1329,500001
49,1068,190,410,500001
18,1617,231,555,500001
31,2836,490,1138,500001
36,1660,261,655,500001
35,2471,349,881,500001
31,2356,405,921,500001
34,3561,497,1336,500001
34,1443,218,504,500001
32,3514,473,1583,500001
29,6027,1195,2687,461200
36,4787,900,2039,440900
35,2419,426,949,437100
46,206,44,134,265000
36,3982,1045,2251,314100
33,2892,617,1250,360900
35,3584,535,1405,451300
35,3905,565,1562,463700
32,3058,595,1267,417800
35,2712,428,1084,443800
33,1641,284,659,432900
35,2445,533,1187,362100
36,2607,551,1165,373100
40,3454,648,1498,438400
32,4398,878,1799,431900
36,3212,553,1455,425500
33,2974,623,1435,406300
42,2390,462,1146,397400
33,1509,303,748,373400
35,2016,349,1023,376600
33,3262,668,1411,398100
37,2295,332,933,500001
37,1287,197,510,500001
41,3233,540,1251,500001
43,3004,440,1088,500001
38,2835,447,1148,446600
39,906,109,353,500001
52,1135,219,441,492000
52,1803,257,683,500001
52,3841,537,1391,500001
52,2117,353,734,500001
48,2074,297,700,500001
52,568,91,219,500001
19,2207,810,1304,402500
37,2926,874,1363,356000
34,2199,529,1193,405900
52,2063,320,774,500001
52,1400,217,522,500001
52,1945,293,708,500001
52,3117,468,1114,500001
52,1944,308,696,500001
52,1327,190,467,500001
52,1383,227,551,500001
47,2600,490,1149,476300
44,3558,839,1779,404800
18,2060,563,1144,378600
34,4448,610,2571,500001
15,2577,360,979,500001
24,3924,1142,7174,387500
29,473,103,359,475000
21,1034,117,323,500001
27,3385,427,1248,500001
37,1446,181,549,500001
34,1575,183,511,500001
30,2139,260,742,500001
26,2859,343,951,500001
32,1433,199,498,500001
35,2063,266,676,500001
37,1795,285,791,500001
30,1502,186,501,500001
23,11294,1377,3840,500001
23,3814,485,1344,500001
7,189,26,84,500001
11,436,70,212,500001
21,349,64,149,360000
21,427,63,182,500001
37,3852,652,1534,318700
42,2533,433,957,279900
43,1529,311,570,293300
37,1150,203,511,398500
24,4420,996,2981,226400
24,7521,1364,3970,255800
18,7245,1029,2893,361200
24,4337,670,1936,271400
21,6203,798,2494,362700
14,5636,697,2281,459200
6,9176,1201,3637,473400
17,2825,365,1052,485000
26,1921,250,725,405900
23,2552,305,916,500001
18,1080,122,382,500001
7,5389,903,2232,500001
45,1797,303,870,434500
15,5468,676,2221,418300
6,3694,574,1554,348000
14,2714,361,1259,387500
16,3574,466,1503,355900
20,7754,976,3094,361600
14,7174,950,2782,394200
19,7357,963,3018,361400
16,3298,451,1542,305600
25,1730,226,721,279300
19,1852,268,866,279500
18,3561,560,1753,269400
17,4393,709,2292,246500
15,4713,769,2519,253800
16,1617,306,667,191100
16,3992,540,2097,299300
16,4274,715,2240,233900
25,5939,989,3275,234600
22,5507,841,2785,245200
18,3574,504,1803,274100
24,7991,1286,4017,238800
17,6425,1268,3934,237600
16,6958,1300,2965,262400
17,3057,606,2030,230900
20,3244,520,1769,224000
17,3912,737,2693,221500
16,2030,321,1343,279100
22,2996,695,2169,209700
26,1394,238,990,195000
18,3631,947,2357,184400
17,1957,261,863,294200
9,3624,812,1856,198400
17,2795,482,1904,250800
8,4454,1058,2595,282600
16,2429,387,1293,253200
14,2855,380,1420,311500
10,3030,574,1623,218700
11,2394,403,1393,259300
14,3379,683,1465,236200
16,1911,327,1158,249500
20,3398,771,1231,350000
12,2070,587,1216,244500
7,3609,751,1739,213100
16,2650,600,1969,194300
17,2332,637,1636,123400
17,1051,172,446,234500
16,2814,485,1305,224100
24,2383,343,1146,265700
16,1982,280,1030,289200
16,2312,303,1158,311800
16,1816,241,793,291200
5,1808,340,825,184800
15,3243,551,1752,257400
17,2363,473,1369,141600
4,2498,775,1213,183900
20,3773,624,1965,241200
23,2543,388,1297,237400
21,3250,610,1978,234400
20,3671,567,1944,241000
24,3344,531,1768,245600
25,4021,634,2178,241200
5,1975,520,861,159000
25,4096,623,2128,251800
23,4487,584,2024,291500
25,2349,394,1266,233100
16,1674,281,850,253300
19,2635,427,1497,248000
24,2413,369,1237,257200
17,2319,324,1076,278300
17,2123,341,1067,262700
18,2127,387,1547,217100
18,1747,317,1055,229100
16,2240,300,1221,289600
17,2281,359,1226,259500
18,3179,526,1663,265800
18,2581,358,1284,272400
10,3301,593,2190,260700
16,1868,285,995,260500
17,250,52,141,500001
12,10236,1878,5674,261100
15,531,154,469,385700
11,1290,197,881,500001
21,1062,179,631,394100
19,3754,588,1692,412600
16,5498,729,2051,416300
14,9483,1361,4108,344500
13,4780,798,2795,288100
14,5487,1024,2823,229800
17,1830,398,1110,248200
12,4077,590,1618,386200
20,4477,924,2656,226900
14,4721,999,2648,239300
19,3785,611,2198,436700
14,6006,914,2915,321700
14,5034,797,2124,335000
19,3269,483,1383,300800
17,6725,1051,3439,393100
21,5322,908,3011,386800
24,1511,318,1052,350000
37,1593,303,1030,260700
44,3192,565,1439,234000
18,7241,1225,4168,260300
14,5231,817,2634,279800
15,2873,547,1582,264700
16,865,123,403,308700
16,6637,1171,3575,251500
5,6529,1010,3071,298500
16,3120,685,2383,198600
27,2303,471,1447,203600
14,6355,1279,3704,228600
17,2889,624,2681,178000
44,1448,393,1066,170300
20,3976,953,3866,160100
27,2361,449,1782,305000
19,2372,394,1142,374600
34,440,90,217,500001
39,759,141,252,262500
52,220,32,55,131300
25,474,92,300,340900
10,212,38,78,390000
26,50,5,17,400000
37,74,19,63,350000
16,32,4,36,137500
29,227,45,112,271400
28,1321,240,652,263100
29,3119,507,1476,281500
40,1104,224,669,256300
43,1636,324,792,239200
41,2548,508,1290,233000
47,1250,249,607,265300
30,2156,487,1023,245000
21,1484,394,984,187500
44,1153,238,657,212500
35,2155,355,866,404700
33,797,125,385,367600
30,2695,424,1098,362300
14,1547,374,4731,131300
20,2428,473,1145,263800
16,3363,611,1603,294100
15,3385,669,1571,320900
51,1076,206,495,258300
45,1302,245,621,266400
52,1901,335,955,253100
49,792,136,331,238600
44,1294,269,645,223900
37,2817,716,1341,255400
47,2403,517,1144,229400
35,1053,263,552,217500
21,607,155,226,166700
29,2568,747,1743,195300
43,2162,509,1208,260900
52,920,202,525,232800
35,1605,392,743,240000
20,2502,454,981,275000
27,2820,730,1511,242400
30,1029,242,753,240500
51,1616,374,608,400000
52,1217,325,508,326700
51,924,232,488,234400
36,337,69,223,225000
52,403,72,200,262500
40,1193,227,570,237500
18,2677,785,1391,232600
44,594,169,325,250000
39,2124,661,1365,281300
52,775,305,1054,112500
40,584,126,316,243500
28,1607,421,926,216100
32,1438,306,802,202000
42,538,107,200,196400
42,1149,264,703,206400
32,2182,406,1122,284200
36,1862,364,1080,263800
19,691,191,324,388500
30,971,185,644,226500
52,65,17,24,258300
18,2232,440,1091,276000
27,1987,374,961,265800
52,3365,644,796,116600
32,1461,422,1494,173200
29,1210,281,863,156000
17,2648,589,1193,151700
14,3355,695,1350,164600
24,4026,881,2264,218100
48,1801,353,1071,194500
46,1362,321,1068,177800
36,2096,409,1454,238300
46,947,257,1120,160700
52,1211,447,1102,161400
23,1276,437,1359,155000
42,1368,468,2312,151400
8,2715,750,2580,162000
44,919,309,1321,121400
20,2587,547,1534,190400
24,1943,447,1844,184300
33,1406,317,1075,190000
20,2687,637,2154,169700
9,4934,1112,3198,194800
19,2512,509,1856,189100
19,1515,253,975,241200
21,2794,662,2236,178400
18,1063,341,1033,171300
34,2152,430,1516,192200
29,2377,476,1669,190100
20,1201,282,601,177500
18,2420,439,1278,334000
18,3337,549,1449,315800
27,991,194,543,350000
26,1127,199,543,240000
46,695,136,408,222600
32,2637,489,1031,231600
36,1397,289,661,239600
33,3581,734,1780,214300
35,1541,297,791,204800
35,6422,1380,2755,202300
51,2419,485,1078,206900
17,1457,289,591,284100
32,1602,317,752,185100
18,808,136,420,273300
23,506,96,264,273900
46,1993,404,850,206800
29,3201,640,1722,204100
39,2854,613,1338,180300
15,1969,332,822,394900
17,4413,672,1674,383300
30,1427,311,686,154500
36,2066,401,942,196400
39,1065,248,497,146300
21,5639,894,2670,270000
41,2422,502,915,201300
31,1634,370,939,232300
34,2800,577,1353,220900
36,4682,899,2143,203700
17,4977,994,1987,312300
21,4650,733,2014,322000
20,1005,138,345,500001
30,2077,342,816,440500
20,467,95,229,261500
35,1818,368,682,240000
12,2010,422,784,190900
19,4113,767,2006,308100
17,4154,739,2149,373400
21,2387,357,913,397700
20,922,155,361,331500
20,1918,304,798,402300
23,1708,287,670,356600
36,1522,230,677,363500
17,1343,203,511,386400
14,679,108,306,340600
16,1321,224,650,390000
19,2023,392,955,353000
20,2403,376,1149,304400
21,5904,956,2616,355300
21,2073,357,1044,371600
14,6787,1454,3416,262400
25,990,166,522,272900
29,2681,632,1652,215800
16,1592,369,1039,207000
25,2113,422,1365,234600
19,5613,1321,3018,215600
21,3349,737,1952,251900
20,3495,818,2186,258300
15,3044,786,1306,213200
39,2702,646,1136,256700
42,1275,272,451,422400
16,875,201,300,377300
37,2846,553,939,294400
24,3665,870,1954,228500
27,4001,999,1808,234600
31,3209,723,1489,245100
16,4907,1117,2265,229200
17,2813,497,1337,252400
15,2849,668,1546,228600
23,4324,1034,1844,263800
24,3010,562,1360,290700
21,3520,831,1486,264300
34,3745,958,1622,261200
31,1738,422,746,330800
19,6356,1100,2954,283500
32,2210,426,1082,315200
20,3847,727,1725,305200
23,3209,748,1423,238000
11,4571,924,2004,221700
16,8638,1392,3706,351800
23,5675,964,2197,322300
16,1957,408,865,233300
21,4117,752,2001,289500
19,4920,1092,1807,231900
29,3457,699,1327,252300
18,4910,817,1971,308800
21,3707,751,1420,295200
18,6355,1100,2304,321100
22,7281,1233,1849,335500
7,3703,679,1375,368400
29,4921,967,2319,307900
18,2774,492,1283,352000
22,2442,624,1301,300000
17,1573,272,142,420000
28,2715,451,1154,290400
19,4431,705,1764,298600
16,2599,430,1417,349300
22,1903,350,760,288400
21,1416,269,779,279800
18,943,213,544,228600
23,1229,254,687,305600
19,3461,634,2790,190800
27,1580,303,1066,202700
20,4228,816,2389,229100
29,2931,535,1954,224700
22,569,132,542,187500
26,1279,438,1276,81300
44,1625,392,944,68900
25,2054,495,835,76900
34,1262,267,520,72600
36,1808,384,807,74800
17,1220,275,800,118800
7,4843,992,2223,101700
22,589,97,338,87500
24,1610,307,748,82800
43,2251,542,1479,58200
23,2281,408,1164,101200
36,1216,240,647,75300
28,2213,390,1096,86900
40,3895,929,1782,78200
35,2072,385,1029,75600
43,1455,300,747,104200
38,855,172,468,84400
24,5045,972,2220,138900
17,785,155,417,58200
17,1712,307,963,148700
10,7949,1309,3176,120100
23,1321,259,749,90100
9,4794,889,2162,103100
5,2614,433,1275,122900
22,2195,489,1021,66500
14,4773,1133,2101,105000
7,5178,1336,2557,111400
13,3604,704,1598,78700
11,3896,886,1902,94200
10,2183,369,1061,151600
5,6383,1206,2965,111100
2,1937,350,756,114200
19,1043,204,505,98800
20,3592,868,1865,64800
26,1435,234,544,136700
21,2500,466,1428,113300
13,2085,322,1077,146500
19,3753,761,1952,86500
28,1127,245,538,72000
28,1427,304,692,80800
24,2068,346,951,85900
20,1750,352,834,100600
18,4547,774,2269,98100
16,2801,614,1695,81600
12,3900,863,2145,85200
17,2280,453,976,97800
31,431,90,231,77300
18,2226,490,859,69400
26,2187,472,1339,67900
16,2777,503,1432,75900
15,2524,449,1374,93800
11,13714,2302,6511,100100
16,2247,502,1206,119200
23,2801,507,1318,116700
18,4026,718,1731,118400
21,2405,476,1197,83100
22,2390,484,1131,84700
15,2532,458,1183,92200
23,2248,489,1132,80400
21,1774,370,875,61500
32,3611,772,2060,60600
36,1822,449,930,56600
28,1745,379,1011,59800
10,2281,444,1274,65600
17,2786,559,1528,75800
11,3664,647,1686,141600
16,2753,494,1414,128300
16,1141,220,563,130700
15,2771,546,1423,108500
18,2879,578,1399,105400
18,1411,330,494,75800
17,2255,416,1171,129800
14,2539,466,1271,138500
18,1633,243,750,150800
23,2216,378,1006,116800
10,1187,236,728,66800
25,2596,557,1536,60400
30,1270,365,840,48100
21,2842,640,1658,59800
20,2858,612,1422,63000
26,2723,551,1326,66000
32,1286,271,694,68500
14,2633,530,1324,78600
27,1804,321,782,80600
17,1429,265,692,98700
18,2102,377,1059,95500
26,1833,422,939,59000
17,1682,332,887,76400
26,695,126,319,101600
30,2502,523,1296,66100
21,2333,514,1308,74800
18,1748,337,921,85400
16,3552,704,1801,97700
16,2734,501,1413,105700
12,3783,702,1970,98500
17,3019,578,1538,76500
20,1182,250,512,74500
27,1540,315,883,93400
13,3013,486,1361,171200
22,2153,461,903,123200
33,2149,498,631,65800
18,754,161,247,78800
20,2701,573,892,107800
14,2721,627,1356,73200
26,1183,276,513,52000
17,2816,639,1027,65600
14,821,170,477,87500
14,3099,519,1447,141200
17,3057,577,1497,101000
13,4581,881,1799,99500
8,2411,463,786,80400
14,2413,524,805,77400
24,2237,434,834,90300
31,1581,299,776,77800
15,2909,549,1537,61300
17,2548,537,1118,57800
23,1922,411,872,64500
16,2668,516,915,90300
22,2737,512,1168,88700
33,2029,378,936,77500
32,1404,247,544,72900
14,1781,346,734,93000
32,1516,289,304,71000
40,690,129,305,62500
17,1791,356,432,92400
52,296,63,143,68600
48,1276,292,358,66600
26,2286,444,498,96100
40,3272,663,1467,43500
28,4225,835,1908,44000
19,3599,695,1572,58600
21,2400,485,1109,55400
17,1885,350,953,61400
18,1867,424,802,53500
25,2344,532,1117,64600
25,1941,477,1000,54400
23,1654,369,669,65400
23,4017,792,1634,62000
21,2010,360,947,70100
15,4206,922,1863,55700
33,2644,459,1113,81300
36,3319,664,1492,71200
50,1525,308,661,63200
15,3643,801,1784,57500
19,2200,414,950,94200
19,2722,479,1108,100000
29,1729,355,848,60900
20,4288,789,1800,79600
31,1277,263,600,61700
34,2773,679,1066,63300
14,4453,797,1817,81100
19,3689,644,1544,76100
45,2245,448,1155,46200
28,1729,419,929,53100
23,910,199,370,80100
45,1393,294,521,71900
13,2300,513,1151,81500
29,4059,787,1700,97100
15,5266,1031,2147,110100
15,2740,503,1188,128800
26,178,40,55,57500
40,1958,386,725,65500
52,4513,985,1926,56000
31,602,153,112,34200
52,4019,824,1728,62900
15,14125,2344,6456,179500
5,7854,1446,4361,214800
31,2766,604,1441,131000
35,2122,400,1189,124600
36,3018,557,1445,129900
43,1939,353,968,112700
38,931,181,566,93300
40,2549,478,1275,111600
44,2256,451,1057,110800
44,3013,563,1353,111900
47,2161,440,966,88700
37,4368,779,2083,127000
18,6860,1079,3205,171900
37,4590,857,2920,94800
4,15654,2394,7025,225200
48,833,188,652,87900
26,4397,997,2539,90000
13,5451,1194,2957,162500
24,1213,395,699,94600
30,3317,1058,1794,133300
52,248,86,173,109400
52,1780,373,824,109900
52,2315,556,1113,147900
52,1591,372,817,97200
46,4143,895,2240,92800
49,1851,356,849,103500
52,2050,492,1277,107300
42,1743,388,889,99200
47,1303,278,694,92800
49,2715,435,1006,145800
47,3007,524,1152,141500
52,2111,310,772,148200
29,5154,1084,2459,142900
37,3223,564,1325,126900
39,2967,500,1243,152400
42,1625,255,578,166900
47,1339,298,794,109800
49,2365,504,1131,103100
52,2846,705,1519,97900
52,793,216,505,93800
52,1560,353,670,98400
52,2573,639,1238,109700
28,3102,734,1623,103700
45,4423,1001,2109,111800
42,5266,1167,3124,120000
26,3699,671,2388,121900
34,963,159,392,134700
16,3921,727,2830,123700
12,5382,928,3928,150600
28,3072,790,1375,91200
15,8479,1759,5008,131600
10,6817,1188,4163,144100
24,2917,543,1878,123600
33,1253,238,753,86400
36,1412,260,792,90400
14,2804,587,1083,168500
52,1888,457,830,185100
34,2434,428,926,208300
20,3000,525,1207,217500
10,4976,849,2089,201800
15,2125,278,857,219700
14,6360,1236,2876,190300
16,3515,626,1764,187100
10,3008,532,1381,195800
7,18392,2782,8276,229200
5,9567,1729,4620,210000
8,614,118,278,166300
27,3794,772,1756,150600
31,3401,616,1750,143100
11,673,145,318,122500
40,1538,255,669,170200
17,1625,239,703,328800
18,1953,265,658,393000
21,2475,341,812,320400
4,3273,495,1497,176100
7,4093,651,2228,161300
15,1173,146,450,197700
13,7367,1042,3193,195000
14,6920,996,3196,171300
8,6761,1234,3237,173400
2,6718,858,2012,305200
12,3861,795,2129,135000
25,3304,493,1464,130600
15,5114,833,2418,144000
5,1569,199,713,223900
3,7030,1191,3238,161700
4,8778,1291,4010,187100
36,263,73,88,162500
32,1070,199,631,98900
37,1336,251,680,99000
36,1818,323,953,99000
34,1562,289,898,107200
36,1248,221,672,105900
15,7937,1635,4390,129800
38,1214,244,632,94200
39,199,36,101,105400
34,3082,702,1795,105900
37,1176,291,648,92200
32,1203,287,571,110400
52,582,131,241,125000
21,7195,1416,3927,126300
16,8517,1910,4508,129600
24,3580,735,1959,118500
25,4617,1046,2685,108500
27,3440,787,2085,104700
35,1940,384,1177,101100
20,2237,464,1169,99100
20,3899,763,2198,120400
17,9089,1542,4758,126600
8,2894,602,1566,131600
1,2062,343,872,191300
16,1104,164,495,157700
22,2761,757,2612,87500
30,2081,456,1005,92900
13,3334,541,1923,134800
11,6550,1149,3570,137900
16,1081,181,792,131300
10,2237,454,1255,126500
7,11768,1893,6657,142900
4,2487,440,1545,140400
12,4132,710,2087,139700
16,4138,758,1762,137500
18,921,126,368,261100
35,10869,2226,9879,81300
17,7973,1591,2899,120100
14,1156,216,574,143800
25,182,48,71,78600
2,4953,735,1791,205100
17,1824,348,934,250000
12,2344,354,1035,281200
11,2838,429,1331,298400
17,3053,595,1434,245800
19,3011,551,1665,232800
15,1263,211,665,260900
26,2056,413,933,193800
15,2857,373,1325,151700
14,3035,680,1597,143500
16,2084,292,1099,150200
8,3157,559,1758,140100
2,7747,1133,3481,181000
9,4999,874,2687,142100
3,7985,1257,3664,158300
12,5127,998,2749,130600
25,185,32,85,250000
45,19,5,7460,137500
33,1083,217,562,101700
45,1778,339,839,102900
38,1918,364,745,126000
34,1084,187,561,118900
24,745,116,300,158500
18,4486,723,1600,189700
15,476,67,213,315200
30,140,35,103,112500
17,5678,1116,3182,122000
11,1500,319,899,127200
20,1415,266,667,117300
7,3292,698,1911,140300
11,3208,790,1772,218800
16,1697,267,832,132600
13,3616,672,2022,134800
16,2331,450,1074,126800
